Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Respondent,Gender,University,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_Score_Scaled,CU_Score_Scaled,ATU_Score_Scaled,AUP_Score_Scaled,MIUA_Score_Scaled
2.0,19.0,7.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,334,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.5,2.25,3.0,2.6,2.8,0.8224522853017386,-0.33292841007504825,0.21817159690144344,-0.12385129326164818,0.07603189718019399
2.0,19.0,7.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,335,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.65,3.0,2.6,2.2,2.8,-0.7461057827422536,0.8729400311032701,-0.4701406804043702,-0.8669590528315347,0.07603189718019399
2.0,19.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,336,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.65,2.25,2.2,2.6,2.2,-0.7461057827422536,-0.33292841007504825,-1.1584529577101839,-0.12385129326164818,-0.9062511615510207
2.0,19.0,7.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,337,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,3.0,3.4,2.0,2.8,-0.00796080954508099,0.8729400311032701,0.9064838742072571,-1.2385129326164783,0.07603189718019399
2.0,19.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,338,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,3.1,3.0,3.2,3.0,3.0,0.0843073121045661,0.8729400311032701,0.5623277355543507,0.6192564663082384,0.4034595834239327
2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,339,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.75,2.25,2.8,2.6,2.8,-0.5615695394429602,-0.33292841007504825,-0.12598454175146376,-0.12385129326164818,0.07603189718019399
2.0,21.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,340,2,1,Female,Public,Undergraduate (S1),East Java (Surabaya),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",DeepL,3.05,2.75,3.0,2.6,3.0,-0.00796080954508099,0.4709838840438306,0.21817159690144344,-0.12385129326164818,0.4034595834239327
2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,341,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.35,2.5,2.6,2.6,2.8,-1.2997145126401328,0.06902773698439121,-0.4701406804043702,-0.12385129326164818,0.07603189718019399
2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,342,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.5,3.0,2.8,3.0,-0.46930141779331397,0.06902773698439121,0.21817159690144344,0.2477025865232947,0.4034595834239327
2.0,19.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,343,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,1.85,2.25,2.2,2.6,2.0,-2.2223957291365988,-0.33292841007504825,-1.1584529577101839,-0.12385129326164818,-1.2336788477947593
2.0,19.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,344,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,4.0,1.75,3.0,2.2,3.0,1.7451335017982046,-1.136840704193927,0.21817159690144344,-0.8669590528315347,0.4034595834239327
2.0,19.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,345,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.25,2.8,2.6,2.4,-0.46930141779331397,-0.33292841007504825,-0.12598454175146376,-0.12385129326164818,-0.5788234753072827
2.0,19.0,7.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,346,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.35,2.0,2.8,2.8,2.2,-1.2997145126401328,-0.7348845571344876,-0.12598454175146376,0.2477025865232947,-0.9062511615510207
2.0,19.0,7.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,347,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.25,3.0,2.6,3.0,-0.46930141779331397,-0.33292841007504825,0.21817159690144344,-0.12385129326164818,0.4034595834239327
2.0,19.0,7.0,12.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,348,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.05,2.0,3.8,3.2,3.4,-0.00796080954508099,-0.7348845571344876,1.5947961515130706,0.9908103460931821,1.0583149559114093
2.0,19.0,7.0,11.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,349,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.7,2.0,2.6,2.6,2.4,-0.6538376610926065,-0.7348845571344876,-0.4701406804043702,-0.12385129326164818,-0.5788234753072827
2.0,13.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,350,1,1,Male,Public,Undergraduate (S1),South Kalimantan (Banjarbaru),Language (English/Japanese Literature & Education),Bing,3.7,2.0,2.4,2.8,2.2,1.1915247719003255,-0.7348845571344876,-0.8142968190572774,0.2477025865232947,-0.9062511615510207
2.0,19.0,2.0,7.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,351,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",Gamma,2.75,2.5,2.8,2.4,3.0,-0.5615695394429602,0.06902773698439121,-0.12598454175146376,-0.4954051730465919,0.4034595834239327
2.0,18.0,6.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,352,2,2,Female,Private,Undergraduate (S1),West Java (Bandung),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,1.7,3.25,1.0,1.0,1.0,-2.499200094085539,1.2748961781627095,-3.2233897896276256,-3.0962823315411954,-2.8708172790134516
2.0,21.0,7.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,353,2,1,Female,Public,Undergraduate (S1),East Java (Surabaya),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",DeepL,2.95,2.25,2.6,2.6,2.4,-0.19249705284437352,-0.33292841007504825,-0.4701406804043702,-0.12385129326164818,-0.5788234753072827
2.0,19.0,7.0,11.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,354,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.85,2.5,2.4,2.6,2.6,-0.3770332961436669,0.06902773698439121,-0.8142968190572774,-0.12385129326164818,-0.251395789063544
2.0,19.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,355,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.65,2.5,2.8,2.6,3.0,-0.7461057827422536,0.06902773698439121,-0.12598454175146376,-0.12385129326164818,0.4034595834239327
2.0,19.0,7.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,356,1,1,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.25,3.0,2.8,3.2,-0.10022893119472726,-0.33292841007504825,0.21817159690144344,0.2477025865232947,0.7308872696676714
2.0,19.0,7.0,11.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,357,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.5,2.0,3.0,2.2,3.8,-1.0229101476911933,-0.7348845571344876,0.21817159690144344,-0.8669590528315347,1.7131703283988862
2.0,19.0,7.0,11.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,358,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.1,2.5,3.6,3.0,2.8,0.0843073121045661,0.06902773698439121,1.2506400128601642,0.6192564663082384,0.07603189718019399
2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,359,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,3.0,2.4,2.2,2.0,-0.19249705284437352,0.8729400311032701,-0.8142968190572774,-0.8669590528315347,-1.2336788477947593
2.0,17.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,360,2,1,Female,Public,Undergraduate (S1),Jakarta Special Region (Jakarta),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,2.0,4.0,3.4,4.0,1.7451335017982046,-0.7348845571344876,1.938952290165978,1.362364225878125,2.040598014642625
3.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,361,1,1,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.7,1.75,2.8,2.6,3.2,-0.6538376610926065,-1.136840704193927,-0.12598454175146376,-0.12385129326164818,0.7308872696676714
2.0,19.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,362,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.2,2.25,3.0,2.2,2.6,0.26884355540385946,-0.33292841007504825,0.21817159690144344,-0.8669590528315347,-0.251395789063544
2.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,363,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,2.5,2.8,2.4,2.6,-0.10022893119472726,0.06902773698439121,-0.12598454175146376,-0.4954051730465919,-0.251395789063544
2.0,19.0,7.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,364,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.0,3.0,3.0,3.0,-0.00796080954508099,-0.7348845571344876,0.21817159690144344,0.6192564663082384,0.4034595834239327
2.0,19.0,7.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,365,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.7,1.75,2.6,2.4,2.6,-0.6538376610926065,-1.136840704193927,-0.4701406804043702,-0.4954051730465919,-0.251395789063544
2.0,19.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,366,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.0,3.4,2.4,3.0,-0.00796080954508099,-0.7348845571344876,0.9064838742072571,-0.4954051730465919,0.4034595834239327
2.0,21.0,7.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,367,2,1,Female,Public,Undergraduate (S1),East Java (Surabaya),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.65,2.25,3.0,2.8,3.0,1.0992566502506782,-0.33292841007504825,0.21817159690144344,0.2477025865232947,0.4034595834239327
2.0,19.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,368,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.7,2.25,2.8,2.2,2.2,-0.6538376610926065,-0.33292841007504825,-0.12598454175146376,-0.8669590528315347,-0.9062511615510207
2.0,19.0,7.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,369,2,1,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,2.25,3.0,3.0,3.0,-0.19249705284437352,-0.33292841007504825,0.21817159690144344,0.6192564663082384,0.4034595834239327
2.0,19.0,7.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,370,1,1,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Gamma,2.2,2.25,2.2,2.6,2.4,-1.5765188775890724,-0.33292841007504825,-1.1584529577101839,-0.12385129326164818,-0.5788234753072827
1.0,4.0,6.0,12.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,371,2,1,Female,Public,Associate Degree (D3),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",Others,2.75,2.25,2.2,2.4,2.0,-0.5615695394429602,-0.33292841007504825,-1.1584529577101839,-0.4954051730465919,-1.2336788477947593
2.0,18.0,7.0,11.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,372,2,1,Female,Public,Undergraduate (S1),West Java (Bandung),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.6,2.0,3.4,2.0,3.2,1.006988528601032,-0.7348845571344876,0.9064838742072571,-1.2385129326164783,0.7308872696676714
2.0,35.0,7.0,12.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,373,2,1,Female,Public,Undergraduate (S1),Central Papua (Nabire),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.4,3.5,2.8,3.0,2.6,0.6379160420024453,1.676852325222149,-0.12598454175146376,0.6192564663082384,-0.251395789063544
2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,374,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,2.85,2.0,2.4,1.4,2.4,-0.3770332961436669,-0.7348845571344876,-0.8142968190572774,-2.3531745719713086,-0.5788234753072827
2.0,4.0,3.0,12.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,375,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,2.0,2.0,1.8,1.6,1.8,-1.9455913641876592,-0.7348845571344876,-1.8467652350159978,-1.981620692186365,-1.5611065340384978
2.0,4.0,3.0,12.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,376,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Others,1.5,1.0,2.0,3.0,2.0,-2.868272580684125,-2.3427091453722455,-1.502609096363091,0.6192564663082384,-1.2336788477947593
