Respondent,Gender,University,Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_S,CU_S,ATU_S,AUP_S,MIUA_S
285,1,2,2.0,18.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Male,Private,Undergraduate (S1),West Java (Bandung),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,4.0,4.0,3.4,2.8,4.0,-0.09936344382004134,-0.7003870761672892,-0.1154326971038575,-0.132175685549481,0.07083148981203774
286,2,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,1.75,2.8,2.4,2.4,-0.012688200952144922,0.8141189960382359,0.5304992037113406,0.9265716839788514,0.07083148981203774
287,2,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.95,2.0,3.8,2.6,3.2,-0.09936344382004134,0.056865959935473324,-2.6991603003646474,-1.896754634763368,-2.1025147225873226
288,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,2.5,2.4,2.6,2.6,-0.09936344382004134,-0.321760558115908,0.20753325330374156,1.2794874738216282,0.07083148981203774
289,2,1,2.0,19.0,7.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.05,2.75,2.4,2.6,1.6,0.1606622847836487,-0.7003870761672892,-0.1154326971038575,-0.132175685549481,0.3813095201548038
290,1,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,2.0,4.0,2.4,3.0,-0.09936344382004134,-0.321760558115908,0.20753325330374156,0.22074010429329594,-0.8606026012162591
291,2,1,2.0,19.0,7.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,1.75,3.4,2.8,3.6,-0.27271392955583496,0.056865959935473324,0.20753325330374156,0.5736558941360737,-0.23964654053072765
292,2,1,2.0,21.0,7.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,Female,Public,Undergraduate (S1),East Java (Surabaya),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.5,2.5,3.8,2.8,3.6,-0.532739658159525,-0.321760558115908,0.20753325330374156,0.5736558941360737,0.3813095201548038
293,1,1,2.0,19.0,7.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.0,2.0,3.0,2.0,2.8,-0.012688200952144922,-0.321760558115908,0.20753325330374156,-0.132175685549481,0.07083148981203774
294,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.0,2.8,2.6,2.8,-0.27271392955583496,0.056865959935473324,-0.43839864751145585,-0.4850914753922587,-0.23964654053072765
295,2,1,2.0,19.0,7.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,3.0,3.2,3.2,2.8,0.42068801338733874,-0.7003870761672892,0.20753325330374156,-0.8380072652350357,-1.1710806315590252
296,2,1,2.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,2.5,1.2,1.6,1.4,-0.18603868668793777,0.056865959935473324,0.5304992037113406,-0.4850914753922587,-0.23964654053072765
297,2,1,2.0,19.0,7.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.0,2.25,3.0,3.4,2.8,-0.09936344382004134,-0.321760558115908,-1.0843305483266532,0.22074010429329594,-0.23964654053072765
298,2,1,2.0,19.0,7.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.15,2.0,2.8,2.6,3.0,0.5940384991231323,0.43549247798685464,1.4993970549341364,0.22074010429329594,1.6232216415258667
299,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.25,3.0,2.8,2.2,0.1606622847836487,0.056865959935473324,-0.1154326971038575,0.9265716839788514,0.6917875504975699
300,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.9,2.5,3.0,3.0,2.6,0.42068801338733874,0.8141189960382359,0.853465154118939,0.9265716839788514,-0.8606026012162591
301,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.75,2.25,3.0,3.0,3.0,-0.09936344382004134,0.43549247798685464,0.20753325330374156,-0.4850914753922587,0.3813095201548038
302,2,1,2.0,19.0,7.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.05,2.25,3.0,2.6,2.8,-0.35938917242373136,-0.7003870761672892,-1.4072964987342522,-0.8380072652350357,0.3813095201548038
303,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.9,2.5,2.6,2.4,2.6,-0.8794406296311122,0.056865959935473324,-0.43839864751145585,-0.132175685549481,0.07083148981203774
304,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.3,2.0,3.0,2.2,2.0,1.374115684934203,0.43549247798685464,1.8223630053417355,-0.132175685549481,0.07083148981203774
305,2,1,2.0,19.0,7.0,11.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.95,2.5,3.2,2.4,2.6,-0.18603868668793777,-1.0790135942186705,1.4993970549341364,-1.1909230550778134,-0.23964654053072765
306,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.25,2.2,2.8,2.6,-0.9661158724990087,-0.321760558115908,0.20753325330374156,0.9265716839788514,-0.5501245708734936
307,2,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.4,2.75,3.8,2.8,3.8,-0.6194149010274214,0.43549247798685464,-0.761364597919055,-0.132175685549481,-0.23964654053072765
308,2,1,2.0,19.0,7.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.15,2.5,2.8,3.2,3.2,0.9407394705947195,-0.7003870761672892,0.20753325330374156,0.5736558941360737,1.0022655808403353
309,2,1,2.0,19.0,7.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.3,3.0,3.4,3.2,2.2,0.07398704191575227,0.43549247798685464,-0.761364597919055,1.632403263664406,-0.8606026012162591
310,2,1,2.0,19.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.0,2.75,3.0,2.4,3.0,-0.09936344382004134,-0.7003870761672892,0.20753325330374156,-0.132175685549481,0.07083148981203774
311,2,1,1.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Female,Public,Associate Degree (D3),Sumatera Barat (Padang),"Economics (Economics, Management, Marketing, Economic Education)",ChatGPT,2.85,2.0,2.0,2.2,3.0,-0.012688200952144922,-0.7003870761672892,1.176431104526538,0.5736558941360737,1.3127436111831012
312,1,1,2.0,19.0,7.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.55,2.5,2.6,2.6,2.8,1.634141413537893,0.056865959935473324,0.20753325330374156,-0.132175685549481,0.3813095201548038
313,2,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.85,2.75,4.0,2.6,2.8,-0.532739658159525,-0.321760558115908,0.20753325330374156,-0.4850914753922587,-0.5501245708734936
314,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,1.75,3.8,2.0,2.6,-0.09936344382004134,0.43549247798685464,0.20753325330374156,-0.132175685549481,0.07083148981203774
315,2,1,2.0,19.0,7.0,11.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.5,2.25,3.0,3.2,2.4,0.8540642277268223,0.056865959935473324,1.176431104526538,0.22074010429329594,0.3813095201548038
316,2,1,2.0,18.0,7.0,11.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,Female,Public,Undergraduate (S1),West Java (Bandung),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.7,2.75,2.4,2.6,2.6,-0.09936344382004134,0.056865959935473324,0.20753325330374156,-0.4850914753922587,-0.5501245708734936
317,2,1,2.0,19.0,7.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.6,2.0,3.0,3.0,3.4,1.5474661706699968,-2.2148931483728145,-3.022126250772246,-2.9555020042917004,-0.8606026012162591
318,1,1,2.0,19.0,7.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.1,2.75,2.4,3.6,2.2,0.1606622847836487,-0.7003870761672892,0.20753325330374156,-0.132175685549481,0.07083148981203774
319,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.0,3.0,2.6,2.8,0.42068801338733874,-0.321760558115908,1.176431104526538,0.9265716839788514,-0.23964654053072765
320,2,1,2.0,19.0,7.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.0,3.6,3.0,3.6,-0.9661158724990087,-0.7003870761672892,-0.1154326971038575,-0.4850914753922587,0.3813095201548038
321,1,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,4.0,2.5,3.0,2.6,3.0,-0.44606441529162855,-1.457640112270052,-1.0843305483266532,-1.1909230550778134,-1.1710806315590252
322,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.75,2.25,3.0,2.4,2.4,0.42068801338733874,-1.0790135942186705,1.176431104526538,0.22074010429329594,1.0022655808403353
323,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.75,3.0,2.6,2.8,1.634141413537893,2.328625068243761,1.8223630053417355,2.3382348433499605,1.9336996718686328
324,2,1,2.0,19.0,7.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.55,2.5,3.6,2.8,3.0,-1.1394663582348021,0.43549247798685464,-0.761364597919055,-0.132175685549481,-0.5501245708734936
325,2,1,2.0,19.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.5,3.0,2.4,2.4,0.7673889848589259,-0.321760558115908,0.20753325330374156,-0.132175685549481,0.07083148981203774
326,1,1,2.0,34.0,7.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,Male,Public,Undergraduate (S1),Papua (Jayapura),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.95,1.0,1.0,1.0,2.2,-0.7060901438953185,0.8141189960382359,-0.43839864751145585,-0.8380072652350357,0.07083148981203774
327,1,1,2.0,19.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Male,Public,Undergraduate (S1),Central Java (Semarang),"Social Science (Law, Religious Education, Geography, History, Communication Science, Tourism, IR, Sociology, Civic Ed.)",ChatGPT,3.15,2.0,3.0,2.6,2.8,-0.7060901438953185,-0.321760558115908,-1.0843305483266532,-0.132175685549481,-0.8606026012162591
328,2,1,2.0,19.0,7.0,11.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,Female,Public,Undergraduate (S1),Central Java (Semarang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.3,2.25,3.6,3.2,2.6,-0.012688200952144922,0.8141189960382359,0.853465154118939,-1.1909230550778134,0.07083148981203774
